hexagram_id,line_number,hexagram_name_hanja,hexagram_name_korean,line_name_hanja,line_text_hanja,line_text_korean,modern_advice
33,4,"天山遯","천산둔","九四","九四 黃離元吉 柔順中正","九四: 천산둔 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
33,5,"天山遯","천산둔","六五","六五 鴻漸于陸 公子矢居","六五: 천산둔 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
33,6,"天山遯","천산둔","上九","上九 日中見斗 往得疑疾","上九: 천산둔 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천산둔(天山遯) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,1,"雷天大壯","뇌천대장","初九","初九 同人先號咈而後笑","初九: 뇌천대장 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,2,"雷天大壯","뇌천대장","六二","六二 履道坦坦 幽人貞吉","六二: 뇌천대장 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,3,"雷天大壯","뇌천대장","九三","九三 黃離元吉 柔順中正","九三: 뇌천대장 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,4,"雷天大壯","뇌천대장","六四","六四 鴻漸于陸 公子矢居","六四: 뇌천대장 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,5,"雷天大壯","뇌천대장","九五","九五 日中見斗 往得疑疾","九五: 뇌천대장 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
34,6,"雷天大壯","뇌천대장","上六","上六 鳴鶴在陰 其子和之","上六: 뇌천대장 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌천대장(雷天大壯) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,1,"火地晉","화지진","初六","初六 履道坦坦 幽人貞吉","初六: 화지진 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,2,"火地晉","화지진","九二","九二 黃離元吉 柔順中正","九二: 화지진 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,3,"火地晉","화지진","六三","六三 鴻漸于陸 公子矢居","六三: 화지진 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,4,"火地晉","화지진","九四","九四 日中見斗 往得疑疾","九四: 화지진 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,5,"火地晉","화지진","六五","六五 鳴鶴在陰 其子和之","六五: 화지진 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
35,6,"火地晉","화지진","上九","上九 同人先號咈而後笑","上九: 화지진 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화지진(火地晉) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,1,"地火明夷","지화명이","初九","初九 黃離元吉 柔順中正","初九: 지화명이 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,2,"地火明夷","지화명이","六二","六二 鴻漸于陸 公子矢居","六二: 지화명이 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,3,"地火明夷","지화명이","九三","九三 日中見斗 往得疑疾","九三: 지화명이 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,4,"地火明夷","지화명이","六四","六四 鳴鶴在陰 其子和之","六四: 지화명이 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,5,"地火明夷","지화명이","九五","九五 同人先號咈而後笑","九五: 지화명이 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
36,6,"地火明夷","지화명이","上六","上六 履道坦坦 幽人貞吉","上六: 지화명이 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지화명이(地火明夷) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,1,"風火家人","풍화가인","初六","初六 鴻漸于陸 公子矢居","初六: 풍화가인 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,2,"風火家人","풍화가인","九二","九二 日中見斗 往得疑疾","九二: 풍화가인 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,3,"風火家人","풍화가인","六三","六三 鳴鶴在陰 其子和之","六三: 풍화가인 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,4,"風火家人","풍화가인","九四","九四 同人先號咈而後笑","九四: 풍화가인 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,5,"風火家人","풍화가인","六五","六五 履道坦坦 幽人貞吉","六五: 풍화가인 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
37,6,"風火家人","풍화가인","上九","上九 黃離元吉 柔順中正","上九: 풍화가인 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍화가인(風火家人) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,1,"火澤睽","화택규","初九","初九 日中見斗 往得疑疾","初九: 화택규 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,2,"火澤睽","화택규","六二","六二 鳴鶴在陰 其子和之","六二: 화택규 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,3,"火澤睽","화택규","九三","九三 同人先號咈而後笑","九三: 화택규 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,4,"火澤睽","화택규","六四","六四 履道坦坦 幽人貞吉","六四: 화택규 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,5,"火澤睽","화택규","九五","九五 黃離元吉 柔順中正","九五: 화택규 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
38,6,"火澤睽","화택규","上六","上六 鴻漸于陸 公子矢居","上六: 화택규 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","화택규(火澤睽) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,1,"水山蹇","수산건","初六","初六 鳴鶴在陰 其子和之","初六: 수산건 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,2,"水山蹇","수산건","九二","九二 同人先號咈而後笑","九二: 수산건 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,3,"水山蹇","수산건","六三","六三 履道坦坦 幽人貞吉","六三: 수산건 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,4,"水山蹇","수산건","九四","九四 黃離元吉 柔順中正","九四: 수산건 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,5,"水山蹇","수산건","六五","六五 鴻漸于陸 公子矢居","六五: 수산건 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
39,6,"水山蹇","수산건","上九","上九 日中見斗 往得疑疾","上九: 수산건 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수산건(水山蹇) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,1,"雷水解","뇌수해","初九","初九 同人先號咈而後笑","初九: 뇌수해 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,2,"雷水解","뇌수해","六二","六二 履道坦坦 幽人貞吉","六二: 뇌수해 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,3,"雷水解","뇌수해","九三","九三 黃離元吉 柔順中正","九三: 뇌수해 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,4,"雷水解","뇌수해","六四","六四 鴻漸于陸 公子矢居","六四: 뇌수해 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,5,"雷水解","뇌수해","九五","九五 日中見斗 往得疑疾","九五: 뇌수해 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
40,6,"雷水解","뇌수해","上六","上六 鳴鶴在陰 其子和之","上六: 뇌수해 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","뇌수해(雷水解) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,1,"山澤損","산택손","初六","初六 履道坦坦 幽人貞吉","初六: 산택손 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,2,"山澤損","산택손","九二","九二 黃離元吉 柔順中正","九二: 산택손 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,3,"山澤損","산택손","六三","六三 鴻漸于陸 公子矢居","六三: 산택손 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,4,"山澤損","산택손","九四","九四 日中見斗 往得疑疾","九四: 산택손 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,5,"山澤損","산택손","六五","六五 鳴鶴在陰 其子和之","六五: 산택손 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
41,6,"山澤損","산택손","上九","上九 同人先號咈而後笑","上九: 산택손 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","산택손(山澤損) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,1,"風雷益","풍뢰익","初九","初九 黃離元吉 柔順中正","初九: 풍뢰익 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,2,"風雷益","풍뢰익","六二","六二 鴻漸于陸 公子矢居","六二: 풍뢰익 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,3,"風雷益","풍뢰익","九三","九三 日中見斗 往得疑疾","九三: 풍뢰익 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,4,"風雷益","풍뢰익","六四","六四 鳴鶴在陰 其子和之","六四: 풍뢰익 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,5,"風雷益","풍뢰익","九五","九五 同人先號咈而後笑","九五: 풍뢰익 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
42,6,"風雷益","풍뢰익","上六","上六 履道坦坦 幽人貞吉","上六: 풍뢰익 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","풍뢰익(風雷益) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,1,"澤天夬","택천쾌","初六","初六 鴻漸于陸 公子矢居","初六: 택천쾌 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,2,"澤天夬","택천쾌","九二","九二 日中見斗 往得疑疾","九二: 택천쾌 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,3,"澤天夬","택천쾌","六三","六三 鳴鶴在陰 其子和之","六三: 택천쾌 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,4,"澤天夬","택천쾌","九四","九四 同人先號咈而後笑","九四: 택천쾌 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,5,"澤天夬","택천쾌","六五","六五 履道坦坦 幽人貞吉","六五: 택천쾌 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
43,6,"澤天夬","택천쾌","上九","上九 黃離元吉 柔順中正","上九: 택천쾌 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택천쾌(澤天夬) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,1,"天風姤","천풍구","初九","初九 日中見斗 往得疑疾","初九: 천풍구 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,2,"天風姤","천풍구","六二","六二 鳴鶴在陰 其子和之","六二: 천풍구 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,3,"天風姤","천풍구","九三","九三 同人先號咈而後笑","九三: 천풍구 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,4,"天風姤","천풍구","六四","六四 履道坦坦 幽人貞吉","六四: 천풍구 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,5,"天風姤","천풍구","九五","九五 黃離元吉 柔順中正","九五: 천풍구 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
44,6,"天風姤","천풍구","上六","上六 鴻漸于陸 公子矢居","上六: 천풍구 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","천풍구(天風姤) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,1,"澤地萃","택지췌","初六","初六 鳴鶴在陰 其子和之","初六: 택지췌 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,2,"澤地萃","택지췌","九二","九二 同人先號咈而後笑","九二: 택지췌 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,3,"澤地萃","택지췌","六三","六三 履道坦坦 幽人貞吉","六三: 택지췌 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,4,"澤地萃","택지췌","九四","九四 黃離元吉 柔順中正","九四: 택지췌 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,5,"澤地萃","택지췌","六五","六五 鴻漸于陸 公子矢居","六五: 택지췌 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
45,6,"澤地萃","택지췌","上九","上九 日中見斗 往得疑疾","上九: 택지췌 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택지췌(澤地萃) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,1,"地風升","지풍승","初九","初九 同人先號咈而後笑","初九: 지풍승 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,2,"地風升","지풍승","六二","六二 履道坦坦 幽人貞吉","六二: 지풍승 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,3,"地風升","지풍승","九三","九三 黃離元吉 柔順中正","九三: 지풍승 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,4,"地風升","지풍승","六四","六四 鴻漸于陸 公子矢居","六四: 지풍승 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,5,"地風升","지풍승","九五","九五 日中見斗 往得疑疾","九五: 지풍승 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
46,6,"地風升","지풍승","上六","上六 鳴鶴在陰 其子和之","上六: 지풍승 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","지풍승(地風升) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,1,"澤水困","택수곤","初六","初六 履道坦坦 幽人貞吉","初六: 택수곤 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,2,"澤水困","택수곤","九二","九二 黃離元吉 柔順中正","九二: 택수곤 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,3,"澤水困","택수곤","六三","六三 鴻漸于陸 公子矢居","六三: 택수곤 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,4,"澤水困","택수곤","九四","九四 日中見斗 往得疑疾","九四: 택수곤 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,5,"澤水困","택수곤","六五","六五 鳴鶴在陰 其子和之","六五: 택수곤 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
47,6,"澤水困","택수곤","上九","上九 同人先號咈而後笑","上九: 택수곤 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택수곤(澤水困) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,1,"水風井","수풍정","初九","初九 黃離元吉 柔順中正","初九: 수풍정 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,2,"水風井","수풍정","六二","六二 鴻漸于陸 公子矢居","六二: 수풍정 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,3,"水風井","수풍정","九三","九三 日中見斗 往得疑疾","九三: 수풍정 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,4,"水風井","수풍정","六四","六四 鳴鶴在陰 其子和之","六四: 수풍정 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,5,"水風井","수풍정","九五","九五 同人先號咈而後笑","九五: 수풍정 5효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 5효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
48,6,"水風井","수풍정","上六","上六 履道坦坦 幽人貞吉","上六: 수풍정 6효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","수풍정(水風井) 6효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
49,1,"澤火革","택화혁","初六","初六 鴻漸于陸 公子矢居","初六: 택화혁 1효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택화혁(澤火革) 1효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
49,2,"澤火革","택화혁","九二","九二 日中見斗 往得疑疾","九二: 택화혁 2효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택화혁(澤火革) 2효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
49,3,"澤火革","택화혁","六三","六三 鳴鶴在陰 其子和之","六三: 택화혁 3효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택화혁(澤火革) 3효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
49,4,"澤火革","택화혁","九四","九四 同人先號咈而後笑","九四: 택화혁 4효 - 바른 원칙과 겸손함을 지켜 길함을 얻는다","택화혁(澤火革) 4효의 기운입니다. 조급한 마음을 내려놓고 원칙과 조화를 중시할 때 좋은 성과를 이룹니다."
